Distance,X,Y
794.2761886954648,4277.0,5516.0
797.1413888888889,4295.52804574018,5532.191046660914
809.4020531577405,4399.0,5621.0
810.8747222222222,4412.864686305745,5632.706624853256
821.263611111111,4515.102351689148,5717.745734534144
824.8748932739379,4546.0,5743.0
832.7969444444443,4598.855683167488,5784.992077903034
836.998547435609,4627.0,5805.0
845.0080555555554,4693.856459607229,5846.1570427531415
847.9852233478199,4721.0,5860.0
856.4644744614577,4801.0,5889.0
858.9691666666665,4825.584645404752,5894.150828872619
860.1897334940857,4839.0,5896.0
869.1163888888887,4970.545518363583,5896.412172332572
870.9464110887985,4993.0,5895.0
877.449722222222,5040.657429674251,5887.92774398824
883.2306586974528,5072.0,5875.0
885.449722222222,5089.3511358252,5867.274884954772
892.0811207676252,5153.0,5835.0
897.4804090708182,5200.0,5801.0
900.1163888888887,5220.31929596119,5782.810637233497
902.8708869146085,5240.0,5763.0
907.6663749059347,5271.0,5727.0
909.7163888888887,5282.838815666045,5710.83945353245
917.0497222222219,5319.001030773374,5645.672291013253
919.3100994701115,5329.0,5620.0
932.3818338642977,5373.0,5459.0
932.649722222222,5373.381246936344,5457.369105049827
939.4274999999998,5377.187283447889,5433.910414431593
940.5296410164117,5378.0,5426.0
949.3052777777775,5390.252048223125,5306.27313858651
951.9684231271413,5393.0,5276.0
955.3052777777775,5394.894189743933,5250.056386884409
964.3989039852022,5401.0,5196.0
964.7052777777775,5401.611683069375,5192.653736871206
973.9308064131715,5431.0,5055.0
976.349722222222,5438.218799103623,5027.826255708747
981.949722222222,5451.765953473628,4992.024789110246
988.449722222222,5473.146040374207,4958.857794653237
988.8532161865886,5475.0,4956.0
995.5830555555553,5514.593228866411,4897.178858623016
995.9551309396177,5517.0,4894.0
1000.4331326602581,5548.0,4858.0
1008.4648742872313,5626.0,4788.0
1008.6497222222221,5627.769342511519,4786.657132548881
1013.8719444444442,5674.168527128137,4756.892328581754
1019.2290969359184,5719.0,4739.0
1021.8719444444442,5741.378496872763,4733.6549768748555
1027.738611111111,5790.594757915533,4730.803100651441
1029.021703154293,5801.0,4732.0
